personName,countryOfCitizenship,selfMade,industries
Hideyuki Busujima,Japan,False,Gambling & Casinos
Edouard Carmignac,France,True,Finance & Investments
Chang Kuo-Ming,Taiwan,False,Logistics
Chen Jiancheng,China,True,Manufacturing
Rui Chen,China,True,Media & Entertainment
Chen Shiliang,China,True,Manufacturing
Tianqiao Chen,China,True,Technology
Yuantai Chen,China,True,Energy
Cheng Antares,Hong Kong,True,Food & Beverage
Kochouseph Chittilappilly,India,True,Manufacturing
John Christodoulou,United Kingdom,True,Real Estate
Pollyanna Chu,Hong Kong,True,Finance & Investments
Turgay Ciner,Turkey,True,Diversified
Benoit Dageville,United States,True,Technology
Mark Dixon,United Kingdom,True,Real Estate
Du Yulin & family,China,True,Technology
Feng Yuxia,China,True,Healthcare
Benedicte Find,Denmark,False,Healthcare
William Fisher,United States,False,Fashion & Retail
Gao Yunfeng,China,True,Manufacturing
Jianming Geng,China,True,Real Estate
Sven Hagströmer,Sweden,True,Finance & Investments
Clelia Haji-Ioannou,Cyprus,False,Service
Stelios Haji-Ioannou,Cyprus,False,Service
Hang Hong,China,True,Manufacturing
He Yamin & family,China,True,Manufacturing
Ghan Djoe Hiang,Indonesia,False,Energy
Hong Feng,China,True,Technology
Hong Seok-joh,South Korea,False,Fashion & Retail
Hu Gengxi & family,China,True,Healthcare
Danilo Iervolino,Italy,True,Technology
Hedda im Brahm-Droege,Germany,True,Finance & Investments
Inder Jaisinghani,India,True,Manufacturing
LeBron James,United States,True,Sports
Johan Johannson,Norway,False,Fashion & Retail
Morris Kahn,Israel,True,Technology
Ashok Kajaria,India,True,Manufacturing
Marcelo Kalim,Brazil,True,Finance & Investments
Ken Kendrick,United States,True,Sports
Brad Keywell,United States,True,Technology
Muhammed Aziz Khan,Bangladesh,True,Energy
Kim Jung-woong,South Korea,True,Fashion & Retail
Ihor Kolomoyskyy,Israel,True,Diversified
Kong Jian Min,China,True,Real Estate
Koo Bon-neung,South Korea,False,Manufacturing
Michael Kum,Singapore,True,Real Estate
Richard Kurtz,United States,True,Real Estate
Lev Kvetnoi,Russia,True,Finance & Investments
Michiel Le Roux,South Africa,True,Finance & Investments
Li Wanqiang,China,True,Technology
Liu Baolin,China,True,Fashion & Retail
Loo Choon Yong,Singapore,True,Healthcare
Lu Yonghua & family,China,True,Technology
Ma Xiuhui,China,True,Manufacturing
Apoorva Mehta,Canada,True,Technology
Gabriella Meister,Germany,False,Manufacturing
Ulrike Meister,Germany,False,Manufacturing
Andrei Molchanov,Russia,True,Construction & Engineering
Fulvio Montipò & family,Italy,True,Manufacturing
Stanley Motta,Panama,False,Finance & Investments
Tyler Perry,United States,True,Media & Entertainment
Réal Plourde,Canada,True,Fashion & Retail
Vera Rechulski Santo Domingo,Brazil,False,Food & Beverage
George Sakellaris,United States,True,Energy
Eddy Kusnadi Sariaatmadja,Indonesia,True,Media & Entertainment
Neerja Sethi,United States,True,Technology
Scott Smith,United States,True,Technology
Petter Stordalen & family,Norway,True,Service
Ivan Streshinsky,Russia,True,Diversified
Sergei Sudarikov,Russia,True,Finance & Investments
Wijono Tanoko,Indonesia,False,Manufacturing
Haryanto Tjiptodihardjo,Indonesia,False,Manufacturing
David Tran & family,United States,True,Food & Beverage
Kenzo Tsujimoto,Japan,True,Media & Entertainment
Murat Vargi,Turkey,True,Telecom
Shigefumi Wada,Japan,True,Technology
Wan Feng & family,China,True,Healthcare
Wang Jianfeng & family,China,True,Automotive
Masaru Wasami,Japan,True,Logistics
V. Prem Watsa,Canada,True,Finance & Investments
Wen Pengcheng & family,China,True,Food & Beverage
Toto Wolff,Austria,True,Sports
Franziska Wuerbser,Germany,False,Manufacturing
Xie Bingzheng & family,China,True,Fashion & Retail
Xu Gang,China,True,Manufacturing
Yan Junxu,China,True,Manufacturing
Yi Xianzhong & family,China,True,Healthcare
Yu Rong,China,True,Healthcare
"Richard Yuengling, Jr.",United States,False,Food & Beverage
Zhang Gongyun,China,True,Manufacturing
Zhang Guiping & family,China,True,Real Estate
Inigo Zobel,Philippines,False,Diversified
